stop_id,stop_code,stop_name,stop_lat,stop_lon
2602,DC4696,Rajendra Lakra Public School,28.740383,76.994583
2603,DC4697,Ladpur Village,28.739603,76.997508
2604,DC4699,Nirmal Hospital,28.73865,77.004467
2605,U01276,Madhuban Chowk Pitampura Metro Stn,28.70285,77.13305
2606,U01291,Pitampura JD Block,28.70185,77.13455
2607,DC3750,Vaishali Enclave / Kapil Vihar,28.699828,77.137505
2608,U01393,Kohat Enclave Metro Station,28.6974166666667,77.1421
2609,U01441,Pitampura ND Block,28.6959166666667,77.14585
2610,U99775A,Kewal Park,28.709765,77.175333
2611,DC3688,Shaheen Bagh Thokar No. 8 (AF Enclave),28.549117,77.303983
2612,DC3687,Shaheen Bagh Thokar No. 7,28.550612,77.301945
2613,DC3686,Shaheen Bagh Thokar No. 6,28.55137,77.300588
2614,DC3685,Shaheen Bagh Thokar No. 5,28.552475,77.299857
2615,U03208,Taimur Nagar,28.5708,77.2667
2616,DC4478,Bharthal Village (Shyam Mandir),28.543017,77.043635
2617,DC4479,Bharthal Chowk (Bharthal Road),28.554047,77.050225
2618,DC4481,Keshav Kunj / Pochan Pur Crossing,28.557084,77.053209
2619,DC4182,Dwarka Sec-21 Metro Station (Road Crossing),28.554282,77.057417
2620,DC4185,Dwarka Sec-21 Metro Station,28.55161,77.05675
2621,U00527SMPX,Bharthal Under Pass,28.54763333,77.05735
2622,U00527BPC,Dwarka Road,28.544483,77.064933
2623,NS0199,Puspanjali G Block,28.54181,77.07695
2625,U01670,R K Puram Sec-8,28.5697,77.1656
2626,DC4107,RK Khanna Tennis Stadium,28.558217,77.186983
2627,U02041,Bhikaji Cama Place,28.568,77.1893
2628,U02081,Africa Avenue,28.56965,77.19145
2629,DC3762,Ashram Ring Road,28.574933,77.261667
2630,U99785,Mundka Railway Station,28.69084,77.02787
2631,DC4904,Friends Enclave Mundka,28.68662,77.02614
2632,DC4905,Mundka School (Rani Khera Road),28.68304,77.02794
2633,U01169,Rajouri Garden,28.647847,77.120113
2634,U00778,Dabri Crossing,28.61195,77.086033
2635,U00724,New Dwarka Road Seetapuri,28.6093,77.0808
2636,U00696,Dwarka Puri,28.607483,77.078267
2637,U00672,Vijay Enclave (New Dwarka Road),28.6062,77.0755
2638,U00634,Mahaveer Enclave Part IIandIII,28.603367,77.070983
2639,U00636,SFS Flat Sec-2 Power House,28.600333,77.071483
2640,U00644,Dwarka Sec-1 Mahalaxmi Apartment,28.5964,77.0722
2641,DC4193,Dwarka Sec-6 Telephone Exchange,28.593125,77.071251
2642,DC4194,Dwarka Sec-6/7,28.59012,77.068955
2643,DC4195,Princess Park/ Airforce Noval Office Enclave,28.587302,77.066549
2644,DC4196,President Cabinet Apartments,28.582817,77.062683
2646,U03091,Indraprastha Park,28.5998,77.2549
2647,U03073,Nizamuddin Road Bridge,28.603867,77.253667
2648,U03051,Railway Road Bridge,28.609851,77.251781
2649,U03042,Pragati Power Station,28.6151,77.2502
2650,DC5139,Ramzan Pur Village,28.80729,77.1844
2651,DC4919,Hari Nagar Depot,28.624702,77.100902
2652,DC4063,Virender Nagar/ Dilli Haat,28.623584,77.09761
2653,DC4920,Bharti College,28.622103,77.093617
2654,DC4062,C2D Janakpuri,28.614332,77.08708
2656,DC4921,Munirka Flats (Dwarka),28.58374,77.06733
2657,DC4922,Royal Residency (Dwarka),28.58162,77.07058
2658,DC5029,Dwarka Sec 8 DTC Depot,28.577065,77.070055
2659,DC5031,Dwarka Sec 9 Metro Station,28.572174,77.065906
2660,DC4175,Dwarka Sec 22-23 / ClassicApartments,28.561268,77.056547
2661,DC4891,Dwarka Sec 22 Cluster Depot,28.554089,77.051937
2662,DC3578,Shastri Park Pusta Road,28.674017,77.256133
2663,DC3579,Zero Pusta,28.677817,77.25655
2664,DC3580,New Usman Pur Pusta No-1,28.679967,77.256017
2665,DC3581,Pusta No-2,28.68365,77.255017
2666,DC3582,Jagjit Nagar,28.68625,77.25435
2667,U03076,Kartar Nagar,28.68945,77.25395
2668,U03088,Gamri Ext / Pusta 5,28.695467,77.254783
2669,U03103,Garhi Maidu,28.6999,77.2554
2670,DC4879,Khajuri Pusta,28.703395,77.255824
2671,DC4880,Nanaksar Gurudwara Crossing,28.706117,77.24745
2673,U02891,Gupta Market,28.565133,77.2397
2674,U03205,Ishwar Nagar,28.5617,77.2664
2675,U03237,Kalka Ji Crossing,28.5573,77.269767
2676,U03251,Sukhdev Vihar Depot,28.55465,77.2717
2677,U03274,CRRI,28.550467,77.27485
2678,U03290,Okhla Tank,28.548383,77.276583
2679,U03326,Harkesh Nagar,28.543933,77.279483
2680,U03352,Apollo Hospital,28.539567,77.282917
2681,U03399,Sarita Vihar,28.53225,77.287133
2682,DC0115,Madanpur Khadar Crossing,28.529333,77.288417
2683,DC0116,Haldiram,28.519333,77.29515
2684,DC0117,Ali Village,28.516117,77.296567
2685,DC0118,Onida Factory,28.513267,77.297717
2686,DC0119,Power House,28.50715,77.300283
2687,U03527,Badarpur Village,28.502033,77.300367
2688,DC3982,Shiv Mandir,28.689933,77.28395
2689,DC3983,Chhajjupur,28.689543,77.287017
2690,DC3984,Jyoti Nagar / Durga Puri,28.689423,77.291367
2691,DC4884,Jyoti Nagar,28.6915,77.291818
2692,DC4886,PS Jyoti Nagar / LIG Flats Loni Road,28.696213,77.291601
2693,DC4888,MIG Flats Loni Road,28.69923,77.291558
2694,U03795,Dilshad Garden Depot Cluster,28.685638,77.331332
2695,DC5046,Katewara School,28.805994,76.966346
2696,DC4139,Rohini Sec 16 (Maharaja Aggarsen Dharam Sthal),28.742233,77.12065
2697,DC4623,Rohini Sec 17A and 16,28.73845,77.117267
2698,DC4624,Rohini Sec-11 (Aggarwal Sabha),28.734383,77.115333
2699,DC4625,Rohini Depot-II,28.7299,77.121817
2700,DC4626,ESI Hospital,28.726767,77.126317
2701,DC4627,Dena Apartment,28.724767,77.12925
2702,DC5053,Ayodhya Apartments,28.721569,77.127575
2703,DC5054,DC Chowk Rohini,28.719817,77.126022
2704,DC5055,Pratibha School Rohini Sec 9,28.715435,77.122137
2705,DC5056,Rohini Sec 9 A Block,28.712823,77.119753
2706,U01557,Ashok Park,28.6714,77.157083
2707,U02261,Guru Govind Singh Crossing (Faiz Road),28.653016,77.202409
2708,U02220A,Faiz Road,28.6492,77.1998
2709,U02324,Rani Jhansi Road Jhande Walan,28.6456,77.205
2710,DC4122,Laxmi Narayan Temple,28.632285,77.199257
2711,DC4123,Kali Bari Marg,28.630641,77.198066
2713,DC4956,Qutub Garh Enclave,28.797661,76.960729
2714,DC4690,Tatesar Gurukul,28.758517,76.967733
2716,U02844,Bapa Nagar,28.6057,77.2351
2717,U02823,Jaipur House,28.6089,77.2333
2718,U99725,AkbarRoad,28.61055,77.226083
2719,U02618,Vigyan Bhawan,28.610033,77.221967
2720,U02548,Nirman Bhawan,28.610193,77.217169
2721,DC3722,Udyog Bhawan,28.610467,77.21315
2722,U02333,Gole Market,28.6352,77.2055
2723,U02367,Rama Krishna Ashram Marg,28.6374,77.2071
2724,U02405,Chitra Gupta Road,28.64137,77.208522
2725,DC4167,CGHS Dispensary,28.645083,77.209483
2726,U01934,Anand Parvat Terminal,28.657113,77.1846
2727,DC3911,Sarai Rohilla Flyover,28.667017,77.181867
2728,DC5314,Sindhora Kalan,28.678333,77.187659
2729,U01957,Bharat Nagar Crossing,28.680844,77.184579
2730,U01880,Bharat Nagar,28.6806,77.1799
2731,U01830,Nimri Colony,28.68105,77.175933
2732,U01751,Wazirpur JJ Colony,28.68205,77.170067
2733,U01718,Ashok Vihar I Block,28.6853,77.1685
2734,U01754,IA Block Ashok Vihar,28.68605,77.1704333333333
2735,U01779,JA Block Ashok Vihar,28.686767,77.172517
2736,NS0323,Ashok Vihar Water Tank,28.689033,77.175067
2737,U01814,B2 Block Ashok Vihar Ph II,28.693274,77.177899
2738,DC3806,Satyawati College,28.695345,77.179374
2739,DC5123,Rohini Sec 18 Pocket A,28.740704,77.132838
2740,U01249,Rohini DTC Depot 4,28.744717,77.1301
2741,U01203,Sri Krishan Apartments,28.7437,77.1261
2742,U01139X,Rohini Sec-16 Xing,28.7439,77.1208
2743,U01110,Delhi Engg College Shahbad,28.744996,77.117151
2744,U01065,Shahbad Daulatpur Gaon,28.745183,77.1121
2745,U01030,Shahbad Daulatpur School,28.745534,77.107454
2746,U00993,St Xavier School,28.7455,77.1027
2747,U00949,Shahbad Dairy Block A,28.7458,77.0985
2748,U00920,Shahbad Dairy,28.7465,77.096
2749,DC5038,Rohini Sec 27 and 30 Crossing,28.747792,77.089138
2750,DC5039,Poothkhurd Firni Road,28.76436,77.054918
2751,U00458,DSIDC Office Bawana,28.780528,77.043774
2752,U00311,Haryana Shakti School Kanjhawala,28.7133,77.003233
2753,DC3767,Christian Kabristan,28.730367,77.190083
2755,U02953,DPS / Police Station Nizamuddin(Lodhi Road),28.592933,77.242217
2756,U00319,Kanjhawala Depot (Narela Road),28.726917,77.003117
2757,U00323,Desu Sub Station,28.72343,77.00463
2758,U00303,Sir Chhotu Ram Polytechnic,28.70675,77.001217
2759,U00207,Tikri Piyau / Azad Hind Gram,28.68645,76.981183
2760,U00195,Tikri Hospital,28.686597,76.978404
2761,U00169,Tikri Village,28.6872666666667,76.9713666666667
2762,U00135,Tikri Border Metro Station,28.687758,76.964475
2763,DC4444,Shikar Pur Crossing,28.545445,76.965281
2764,DC4782,Sarvodya School Daulat Pur,28.543821,76.963654
2765,DC4780,Shikar Pur Village,28.529998,76.955272
2766,DC3945,Kerala School,28.615983,77.341
2767,DC3946,Khora Colony,28.615017,77.34145
2768,DC4150,Rang Puri (Airport Road) / Mahipal Pur Crossing,28.543888,77.115903
2769,DC4149,Centaur Hotel,28.547579,77.105495
2770,DC5027,New Custom House,28.552427,77.102153
2771,DC4144,Cargo / Express Terminal Gate,28.555386,77.098439
2772,DC4146,IGI Airport Terminal 2 (Air India Office),28.556837,77.09186
2773,U03069,Alaknanda Apartment,28.525606,77.253226
2774,U03030,Narmada Apartment,28.527104,77.251689
2775,DC0076,Don Basco School,28.527839,77.247072
2776,DC4701,S Block Greater Kailash- II,28.52922,77.245027
2777,DC4703,Chandan Market Greater Kailash- II,28.531741,77.245673
2778,DC3975,M Block Greater Kailash- II,28.534662,77.243609
2779,DC4704,E Block Greater Kailash- II,28.537437,77.240908
2780,U02896,Savitri Cinema (E Block Gurudwara),28.540617,77.239992
2781,DC0079,Chirag Dilli,28.5415,77.2296
2782,U02408,Panchsheel Club,28.544567,77.208833
2783,U02443,Khel Gaon,28.55005,77.210417
2784,DC0083,Jija Bai Udyogic Sansthan,28.555283,77.214017
2785,U02516,Kamla Nehru College/Niti Bag,28.55785,77.217533
2786,U02582,Uday Park,28.5591,77.2193
2787,U02629,Ayurvigyan Nagar,28.5614,77.2222
2788,U02666,Andrews Ganj Shiv Mandir / Ansal Plaza,28.56545,77.2245
2789,U99974,PS Tuglak Road,28.599867,77.211267
2790,DC0057,Gurudwara Rakab Ganj,28.619801,77.206282
2794,U02805,ISBT Maharana Pratap Bus Terminal,28.668265,77.230731
2795,DC0015,ISBT Ring Road,28.671267,77.231183
2796,U03100,Shastri Park,28.6729,77.2553
2797,DC5443,Bharthal Village,28.540209,77.050937
2798,DC4957,Rani Khera Depot 3,28.697917,77.033779
2799,DC0086,Saiyyad Nagar Dilshad Garden,28.682567,77.33155
2800,DC3661,Old Seema Puri,28.680817,77.327867
2801,U03755,JandK Pocket Dilshad Garden,28.679333,77.324533
2802,U03750,Shahadara Border Road No 62,28.677683,77.323483
2803,DC4228,Surya Nagar,28.66785,77.32135
2804,DC4229,Vivek Vihar Girls School,28.6691,77.318717
2805,DC4230,Vivek Vihar ITI,28.670583,77.3159
2806,DC4231,Vivek Vihar Terminal,28.668283,77.314498
2807,DC4233,Vivekanand Mahila College,28.665367,77.314167
2808,DC4234,ESI Hospital,28.66605,77.310783
2809,DC4235,PS Vivek Vihar,28.666583,77.307017
2810,DC4236,Satyam Enclave / Jhilmil DDA Flats,28.66655,77.304667
2811,DC4226,Suraj Mal Vihar,28.661333,77.303717
2812,DC4227,KarKarDooma Court,28.6543,77.299583
2813,U03494,Karkardooma Crossing,28.642917,77.297183
2814,U02890,Tilak Bridge,28.6237,77.2393
2815,U02855,Supreme Court,28.61975,77.236333
2816,U02830,Patiala House,28.6164,77.2339
2817,U02736,Shajahan Road UPSC,28.608467,77.227917
2818,U99919,Humayun Road,28.603333,77.2272
2819,U02770,Sujan Singh Park,28.601017,77.22945
2820,U02752,Sujan Singh Park,28.599233,77.228567
2821,U02757,Bharti Nagar,28.596683,77.228717
2822,U02760,Dayal Singh College,28.592183,77.228983
2823,U02602,Lodhi Garden / Mousam Bhawan,28.590346,77.220414
2824,U02085,Africa Avenue,28.569183,77.191283
2825,U02044,Bhikaji Cama Place,28.568,77.1896
2826,DC4108,RK Khanna Tennis Stadium,28.558333,77.187283
2827,DC3759,RK Puram Sec 1-4,28.562933,77.178467
2828,U01915,Mehrauli Terminal,28.5217372755846,77.1826898067577
2829,DC4510,Lado Sarai Crossing,28.527152,77.189916
2831,DC5024,Lampur Border,28.856794,77.052383
2832,DC5023,Lampur Village,28.852483,77.065004
2833,DC5020,Lampur School,28.851954,77.067445
2834,DC5018,Sarvodaya Vidyalaya Bankner,28.851165,77.073496
2835,U01732,Inderlok Metro Station,28.673217,77.169483
2836,DC0073,Inderlok,28.6708,77.1667
2837,DC5166,Zakhira (Rohtak Road),28.66897,77.163691
2838,DC5033,Jai Dev Park,28.672202,77.150509
2839,DC4371,Rishal Garden,28.661717,77.04875
2840,DC4373,Ranhola Village,28.65585,77.04055
2841,DC4374,Ranhola 2,28.654548,77.038151
2842,DC4375,PS Ranhola,28.653451,77.035625
2843,DC4376,BrahmPuri Colony,28.652149,77.032614
2844,DC3548,Prem Nursary,28.610183,76.971267
2845,U00021,Bakkar Garh Crossing,28.592086,76.886138
2846,U00016,Qadipur,28.5781,76.8798
2847,U00014,Issapur Xing,28.5699,76.8756
2848,U00012,AIR Force Camp,28.5633,76.8719
2849,U00010,Dhansa Village,28.557767,76.868767
2850,U00003,S.K.V.Dhansa,28.5576,76.8622
2851,U00001,Dhansa Border,28.5625,76.8425
2852,DC4532,Sannoth Crossing / Ghoga Crossing,28.819883,77.06377
2853,DC4533,Kaushal Devi Netraheen Ashram,28.825479,77.069821
2854,DC4534,Bharat Mata School,28.832534,77.076244
2855,DC4535,Maharaja Agrassen School,28.835983,77.079317
2856,DC4536,New Anaj Mandi Xing,28.842683,77.088691
2857,DC5062,Kanya Gurukul Narela,28.86145,77.0956
2858,DC5064,Sec A 5 and 8 Narela Desu Colony,28.86457,77.09847
2859,DC5066,Police Colony Narela,28.86136,77.10151
2860,DC5070,Radha Swami Satsang Narela,28.85753,77.10594
2861,DC5072,Gurudwara Nanak Nirankari Dera Sant Baba Resham Singh Ji,28.85747,77.10843
2862,DC5076,Singhu Border GT Road,28.85649,77.12499
2863,DC5078,Singhu Village Crossing,28.85455,77.12533
2864,DC5392,Singhu Village,28.852475,77.130634
2865,DC5394,Singhu School (T),28.862175,77.138266
2866,DC3953,West Enclave Terminal,28.691667,77.101167
2867,DC3955,MTNL Saraswati Vihar,28.687983,77.114367
2868,DC3956,Bhagwan Mahavir Hospital,28.687467,77.118117
2869,U99949T,Keshav Mahavidhyalaya,28.68715,77.12005
2870,U99949RB,Rani Bagh,28.684133,77.12625
2871,DC3957,Rani Bagh Railway Colony,28.68395,77.12885
2872,DC3958,Shakur Basti,28.6835,77.133917
2873,U01324,Mahindra Park,28.6834,77.136683
2874,U01382,Samrat Enclave,28.6853,77.141017
2875,U01433,Shakur Pur,28.685083,77.144817
2877,U02372,Panchkuian Road,28.640283,77.206933
2878,U02452,Kalawati Hospital,28.6381,77.2108
2879,U02488,Sucheta Kriplani Hospital,28.63635,77.21395
2880,U03433,Dharma Apartment,28.620183,77.2903
2881,U03475,Govt Model School / Ambedkar Park,28.621733,77.294533
2882,U03502,Press Apartment,28.623,77.2983
2883,U03528,Saraswati Kunj,28.6239,77.3012
2884,U03570,Ras Vihar,28.6253,77.3051
2885,U03609S,Parivar Apartment,28.62675,77.30935
2886,U40001A,Vijaya Laxmi Apartment,28.6288,77.3089
2887,U03588,Balco Apartment,28.6299,77.3067
2888,U03564,Himalaya Apartment,28.6322,77.3047
2889,U03537,Neethi Apartment,28.6312,77.3017
2890,U03505,Chandar Vihar,28.633,77.299
2891,U03542,Ashirwad Apartment,28.6347,77.3022
2892,DC5202,Savda JJ Colony,28.704702,76.988287
2893,DC5204,Savda Village,28.710361,76.980389
2894,DC5206,Agrasen Vriddh Ashram,28.711629,76.976497
2895,DC5208,Vanasthali Public School,28.714667,76.969594
2896,DC5210,Nizampur Village,28.717635,76.961355
2897,DC5212,Garhi Randhala,28.727265,76.965857
2898,DC5216,Jonti Enclave,28.743187,76.965685
2899,DC4527,Bawana Dispensary,28.800983,77.03726
2900,DC4528,DSIDC Bawana Sec 2,28.803483,77.042779
2901,DC4748,Taj Pur Khurd,28.575983,77.008514
2902,DC5279,Taj Pur More,28.583488,77.01081
2903,DC5282,Goyla Dairy Crossing,28.590944,76.993923
2904,DC4669,Ladpur School,28.739083,76.998467
2905,DC5221,Jonti Crossing,28.745749,76.978089
2906,U02699,Old Delhi Railway Station (Fatehpuri),28.660295,77.224901
2907,DC3753,Chhoturam Park Rohini Sec 5,28.713132,77.109182
2908,U01017,Visram Chowk,28.70915,77.1055833333333
2909,U00997,Rohini Sec-3/4 Xing,28.7062,77.103
2910,U00959,Avantika Sec-2,28.7019333333333,77.0991
2911,DC3676,Mangol Puri J Block,28.6981833333333,77.0838333333333
2912,DC3675,Mangolpuri K Block (Sanjay Gandhi Hospital),28.694702,77.082072
2913,U00745,Mangolpuri S Block,28.6927,77.082
2914,U02399,Patel Chest,28.6923,77.2084
2915,U02245,New Police Lines,28.6992,77.2033
2916,U02124,Alpana Cinema (Model Town Mtr Stn),28.70265,77.19365
2917,U02074,Model Town II,28.7040333333333,77.1905166666667
2918,U01977,Model Town III,28.7059333333333,77.18525
2919,U01903,Azadpur Metro station,28.7072833333333,77.18085
2920,DC4747,Taj Pur Khurd,28.576279,77.008851
2921,DC4749,Chhawla Village,28.565657,77.003299
2922,DC4457,Pandwala Khurd,28.562304,76.967114
2923,DC4459,Pandwala Kalan,28.565684,76.962971
2924,DC4563,Bawana Village,28.800231,77.035949
2925,DC5291,Nangli Poona,28.772064,77.143971
2926,DC5292,Delhi Jal Board,28.772435,77.149988
2927,DC5293,Choona Factory,28.77225,77.154571
2928,DC5294,Kadipur Colony,28.772347,77.158276
2929,DC5295,Kadipur Village,28.773824,77.163188
2930,DC5296,Kushak Village 1,28.774887,77.165126
2931,DC5297,Natthupura Crossing,28.77476,77.173577
2932,DC5298,Ibrahimpur Village,28.775282,77.177338
2933,DC4677,Tatesar Gurukul,28.758855,76.967482
2934,U00315HV,Harewali Gaon,28.8309166666667,77.0073666666667
2935,U00309,Harewali Crossing,28.81855,77.003033
2936,U00349,Dariyapur Gaon,28.812783,77.00915
2937,DC3857,Krishna Colony,28.746817,77.087767
2938,DC3858,Deep Vihar,28.738,77.0829
2939,DC3859,Prehlad Vihar (Deep Vihar),28.734967,77.087333
2941,DC0049,Power House Rohini Sec 24,28.726983,77.080267
2942,DC0046,Rohini Sec 22/24 Crossing,28.720656,77.069805
2943,U00900,Peera Garhi Chowk,28.6783,77.0947
2944,U00891,Peera Garhi Depot,28.675,77.094
2945,U00869,Sundar Apartments,28.665467,77.092433
2946,U00860,Sunder Vihar,28.66375,77.09225
2947,U00849,Meera Bagh,28.659,77.091483
2948,U00839,Meera Bagh Apartment,28.6572,77.0908
2949,U00802,Keshopur Depot,28.6525,77.0876
2950,U00774,Major Bhupinder Singh Nagar,28.6469,77.0848
2951,U00767,CRPF Camp,28.645917,77.084483
2952,U00755,Manohar Nagar,28.6421,77.0831
2953,U00742,Krishna Park,28.6391,77.0819
2954,U00722,Kangra Niketan,28.634837,77.080823
2955,U00730,District Centre Outer Ring Road,28.6334,77.0811
2956,U02617,Lodhi Colony,28.585933,77.221367
2957,DC4868,INA Market,28.579233,77.209033
2958,DC4871,Sarojini Nagar Market,28.577917,77.198967
2960,U03591,Balco Apartment,28.62985,77.306917
2961,U03610,Vijaya Laxmi Apartment,28.6289,77.309017
2962,U03609,Parivar Apartment,28.626417,77.3091
2963,U03578,Ras Vihar Apartment (PS Madhu Vihar),28.6253,77.3057
2964,U03531,Saraswati Kunj,28.623867,77.301483
2965,U03503,Press Apartment,28.62285,77.2983
2967,U01544,Swatantra Bharat Mills,28.663528,77.155197
2968,U01788,Shastri Nagar Shiv Mandir,28.6717,77.1732
2969,U99803A,Kirodi Mal College,28.683817,77.208065
2970,U02390,Malka Ganj Terminal,28.677207,77.207926
2971,U02376,Gali Daak Khana,28.6738,77.2073
2972,U02392,Thana Sabji Mandi / Ice Factory,28.669033,77.207983
2973,U01795,Munirka Village (T),28.558934,77.173829
2974,U01821,R K Puram Nab,28.56102,77.17573
2975,U02435,Kidwai Nagar (INA Colony),28.5761,77.2099
2976,U02632,J and K House,28.6019,77.2226
2977,DC0085,Humayun Road Khan Mkt Metro Stn,28.6059,77.2259
2978,U02720,Shahjahan Road UPSC,28.6074,77.226933
2979,U02828,Patiala House,28.6166,77.2338
2980,U02874,Supreme Court,28.621867,77.237717
2981,U02889,Tilak Bridge,28.6241,77.2394
2984,U40002A,Prince Apartment,28.6308,77.3007
2985,U03501,Government Senior Secondary School,28.6317,77.2979
2986,U00753,T Block Mangol Puri,28.6896333333333,77.0820166666667
2987,U00743,Mangol Puri S Block,28.692463,77.081984
2988,DC3673,Sultan Puri AB Block Extension,28.69275,77.077417
2989,U00654,Jalebi Chowk Sultan Puri AB Block,28.6954,77.0735
2990,U00668,Sultanpuri D Block,28.7005,77.0753
2991,U00666,Sultanpuri C Block,28.7016,77.0752
2993,U01554,Shadipur Colony,28.6517,77.1565
2994,U01497,Naraina Depot,28.6487,77.1512
2995,U01465,Bentex,28.6442,77.1477
2996,DC5499,Rawta Crossing (Ghuman Hera Road),28.59997,76.91578
2997,DC4010,Ujwa School,28.57058,76.907393
3002,DC5104,IP College (GT Road),28.682008,77.223676
3003,U02750,Metcalfe House,28.6807,77.2281
3004,DC0051,ISBT Ring Road,28.6717,77.2315
3005,U02849,Yamuna Bazar / GGS Universicy,28.66478,77.2355
3006,DC5105,Hanuman Mandir (MG Road),28.66298,77.23749
3007,DC5106,Vijay Ghat By Paas,28.66046,77.2457
3008,DC0020,Geeta Colony Pul,28.6502,77.2524
3009,DC5107,Shakti Sthal,28.64601,77.24709
3010,DC4786,Galib Pur Village,28.529719,76.881163
3011,DC4790,Galib Pur Piyau,28.531319,76.883825
3012,DC4788,Amrawati Piyau Galib Pur Road,28.525371,76.89077
3013,DC5222,Vishwa Inter Academy,28.816709,77.140964
3014,DC5224,Hamidpur Village,28.827227,77.14726
3015,U01326,Wood Market,28.6393,77.1337
3016,U01414,PS Kirti Nagar,28.646715,77.1409
3017,U01381,F Block Kirti Nagar,28.6513,77.1409
3018,U02558,DDA Flats Lucknow Road,28.700902,77.218632
3019,U99980A,Nehru Vihar,28.711517,77.222267
3020,ST2148,Mori Gate Terminal,28.665829,77.222113
3021,U03668,Gazipur Village,28.6321,77.3161
3022,U03685,SFS Quarter Gazipur,28.630817,77.316617
3023,U03687,NHW-24 Xing (Gazipur Xing),28.626833,77.316633
3024,U99782,East Vinod Nagar Depot,28.621931,77.302238
3025,DC0125,Sanjay Lake Trilokpuri,28.6198,77.295283
3026,DC4460,Pandwala Kalan,28.5657,76.963135
3027,DC5163,Prem Piyau,28.76641,77.0161
3028,DC5162,Majra Dabas Village,28.76971,76.99878
3029,DC5160,Chand Pur Majra School,28.75891,76.99914
3030,DC5157,Chand Pur Village,28.75339,77.00776
3031,DC5156,Chand Pur Village,28.75148,77.00988
3032,DC101,Ghevra Crossing Rohtak Road,28.68525,76.9943
3034,U99894,Tagore Garden Metro Station / Tatarpur,28.644193,77.113304
3035,DC3624,Swaroop Nagar JJ Colony,28.7554308,77.1610891
3036,DC4145,IGI Airport Terminal 2 (Air India Office),28.557092,77.091787
3037,DC4143,Cargo / Express Terminal Gate,28.555815,77.097588
3038,DC4148,Centaur Hotel / New Custom House,28.553099,77.103543
3039,DC4151,Aero City Metro Station,28.5484,77.12066
3040,U01606,Vasant Village,28.574967,77.160167
3041,U01631,Shanti Niketan / RK Puram Sec 8,28.573033,77.1634
3042,U01801,South Moti Bagh,28.5778,77.1742
3043,DC4153,Sarojini Nagar Depot,28.574858,77.189833
3044,DC4155,M Block Sarojini Nagar,28.578472,77.189692
3045,DC4157,Chanakya Bhawan,28.58385,77.192083
3046,U02104,Vinay Marg,28.5862,77.1934
3047,U02135,Ashoka Hotel,28.5944,77.196
3048,U02282,Race Course,28.5966,77.2033
3049,DC3651,CGO Complex,28.588083,77.233667
3050,U01935,RK Puram Crossing,28.5682,77.1836
3051,U01885,RK Puram Sec-1,28.5642,77.1802
3052,U01831,Mohan Singh Market,28.5666,77.176
3053,U01782,R K Puram Sec-7,28.5706,77.1727
3054,U01722,R K Puram Sec 8 / 9,28.571983,77.169717
3055,DC4191,R K Puram Sec 9,28.574718,77.168577
3056,DC4192,Shanti Niketan,28.572969,77.163914
3057,DC4442,Daulat Pur Village,28.546759,76.963266
3058,U03396,Shahdara Terminal,28.674286,77.287117
3059,DC0108,New Rajdhani Enclave,28.642117,77.29625
3060,U02777,Pragati Vihar,28.5873,77.2295
3061,U01648,Vasant Lok,28.56035,77.164417
3062,DC3756,Vasant Vihar F Block Poorvi Marg,28.560417,77.1611
3063,DC3757,Modern SchoolVasant Vihar F Block,28.559967,77.157317
3064,U01630,Indian AirLines/Priya Cinema,28.5587,77.158117
3065,U01654,CPWD Colony Vasant Vihar,28.554792,77.164694
3066,U02973,ITO,28.627983,77.244433
3067,DC3666,Chhawani Hospital,28.59995,77.1249
3068,DC4255,Nangal Raya DDA Market,28.608903,77.106125
3070,DC4256,C6 B Janakpuri,28.613317,77.098433
3071,U00867,GSKV School No-1 B-Block,28.6247,77.0922
3072,U00846,Janak Puri B-1 Terminal,28.629833,77.0915
3073,U01458IP,Inderpuri Krishi Kunj Terminal,28.637742,77.146238
3074,U01458,Inder Puri Krishi Kunj,28.637034,77.146835
3075,U01475,Inder Puri JJ Colony,28.632,77.1491
3076,U01496,Inderpuri A-Block,28.6288,77.1512833333333
3077,U01522,AIR Station,28.6265,77.1535
3078,U01555,Todapur Village,28.624,77.1565
3079,U01600,Todapur Village,28.6233,77.1598
3080,U01617,NASC Dasghara,28.6255,77.1621
3081,U01691,Pusa Quarters,28.63,77.1667
3082,U01760,Janak Vihar,28.6314,77.1711
3083,U01803,R Block Rajendra Nagar,28.63445,77.174067
3084,U01806,N.P.L Colony,28.6379,77.1744
3085,U01804,East Patel Nagar,28.6404,77.1742
3086,U02587,Tolstoy Marg,28.6261,77.2207
3088,U02575,National Archives,28.6156,77.2188
3089,U02562,National Muesum,28.611309,77.218443
3090,U02555,Claridges Hotel,28.602517,77.217783
3091,U02591,Prithviraj Road Crossing,28.59745,77.220083
3092,U02640,Max Mueller Marg,28.5955,77.2235
3093,U02644,Lodhi Road Crossing,28.592,77.2237
3094,U99990MC,Central School (MCKR),28.562733,77.2328
3095,U02751,Siri Fort Road,28.554683,77.228567
3096,U02773,Krishi Vihar,28.5467,77.229683
3097,U02810,Chirag Delhi,28.54083955,77.2323300221107
3098,U02812,Sheikh Sarai Phase II,28.53364,77.23219
3100,U02686,Old Delhi Railway Station,28.66035,77.226367
3101,U01855,Azadpur Terminal,28.707944,77.177858
3102,DC5269,Safiyabad Crossing,28.85513,77.08893
